Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Apparel,$47.00,106,"$4,982.00","$2,092.00",42%,Online
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Apparel,$36.00,149,"$5,364.00","$1,877.00",35%,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Street Footwear,$45.00,246,"$11,070.00","$7,196.00",65%,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$41.00,152,"$6,232.00","$2,493.00",40%,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00,145,"$5,655.00","$2,771.00",49%,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$39.00,131,"$5,109.00","$2,555.00",50%,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,$45.00,133,"$5,985.00","$2,514.00",42%,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Apparel,$52.00,156,"$8,112.00","$3,245.00",40%,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Street Footwear,$46.00,247,"$11,362.00","$7,158.00",63%,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,$42.00,168,"$7,056.00","$2,893.00",41%,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00,131,"$4,978.00","$2,240.00",45%,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00,140,"$5,320.00","$2,500.00",47%,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Men's Apparel,$49.00,135,"$6,615.00","$2,911.00",44%,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Apparel,$50.00,163,"$8,150.00","$3,016.00",37%,Online
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,$48.00,228,"$10,944.00","$7,004.00",64%,Online
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00,163,"$7,172.00","$3,084.00",43%,Online
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00,149,"$5,662.00","$2,718.00",48%,Online
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$39.00,150,"$5,850.00","$2,750.00",47%,Online
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Apparel,$48.00,137,"$6,576.00","$2,762.00",42%,Online
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Women's Apparel,$51.00,196,"$9,996.00","$3,599.00",36%,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Street Footwear,$47.00,255,"$11,985.00","$7,670.00",64%,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,$43.00,163,"$7,009.00","$2,874.00",41%,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00,143,"$5,434.00","$2,445.00",45%,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00,147,"$5,586.00","$2,737.00",49%,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,$47.00,140,"$6,580.00","$2,698.00",41%,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Apparel,$52.00,196,"$10,192.00","$4,077.00",40%,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Street Footwear,$48.00,208,"$9,984.00","$6,390.00",64%,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00,150,"$6,600.00","$2,838.00",43%,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Street Footwear,$38.00,137,"$5,206.00","$2,395.00",46%,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00,135,"$5,130.00","$2,514.00",49%,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Men's Apparel,$48.00,125,"$6,000.00","$2,580.00",43%,Online
Kohl's,1185732,2021-09-10,West,Wyoming,Cheyenne,Women's Apparel,$52.00,174,"$9,048.00","$3,619.00",40%,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Street Footwear,$50.00,202,"$10,100.00","$6,464.00",64%,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00,174,"$7,656.00","$3,062.00",40%,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Street Footwear,$42.00,125,"$5,250.00","$2,415.00",46%,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,$41.00,119,"$4,879.00","$2,244.00",46%,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,$54.00,128,"$6,912.00","$3,041.00",44%,Online
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,$55.00,150,"$8,250.00","$3,053.00",37%,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,$53.00,218,"$11,554.00","$7,048.00",61%,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,$42.00,167,"$7,014.00","$3,016.00",43%,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Street Footwear,$42.00,146,"$6,132.00","$3,066.00",50%,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Athletic Footwear,$42.00,135,"$5,670.00","$2,778.00",49%,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,$51.00,143,"$7,293.00","$2,990.00",41%,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Women's Apparel,$55.00,161,"$8,855.00","$3,453.00",39%,Online
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Street Footwear,$52.00,224,"$11,648.00","$7,105.00",61%,Online
Kohl's,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00,168,"$7,392.00","$3,031.00",41%,Online
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Street Footwear,$44.00,165,"$7,260.00","$3,340.00",46%,Online
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$44.00,135,"$5,940.00","$2,911.00",49%,Online
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,$54.00,145,"$7,830.00","$3,524.00",45%,Online
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Women's Apparel,$56.00,174,"$9,744.00","$3,508.00",36%,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Street Footwear,$29.00,91,"$2,639.00","$1,214.00",46%,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,$36.00,105,"$3,780.00","$1,739.00",46%,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00,91,"$3,549.00","$1,597.00",45%,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Athletic Footwear,$38.00,54,"$2,052.00",$964.00,47%,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Men's Apparel,$42.00,45,"$1,890.00",$964.00,51%,Online
Foot Locker,1128299,2021-01-24,West,Wyoming,Cheyenne,Women's Apparel,$38.00,116,"$4,408.00","$1,984.00",45%,Online
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Street Footwear,$27.00,113,"$3,051.00","$1,403.00",46%,Online
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Athletic Footwear,$36.00,105,"$3,780.00","$1,701.00",45%,Online
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Women's Street Footwear,$39.00,88,"$3,432.00","$1,544.00",45%,Online
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$38.00,58,"$2,204.00","$1,102.00",50%,Online
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Men's Apparel,$42.00,38,"$1,596.00",$878.00,55%,Online
Foot Locker,1128299,2021-02-24,Southeast,Virginia,Richmond,Women's Apparel,$38.00,81,"$3,078.00","$1,324.00",43%,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,$38.00,143,"$5,434.00","$2,554.00",47%,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,$45.00,85,"$3,825.00","$1,798.00",47%,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Street Footwear,$52.00,91,"$4,732.00","$2,271.00",48%,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,$48.00,65,"$3,120.00","$1,435.00",46%,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,$51.00,30,"$1,530.00",$796.00,52%,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Women's Apparel,$49.00,78,"$3,822.00","$1,605.00",42%,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,$52.00,124,"$6,448.00","$3,095.00",48%,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$59.00,69,"$4,071.00","$1,954.00",48%,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Street Footwear,$57.00,85,"$4,845.00","$2,374.00",49%,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$42.00,56,"$2,352.00","$1,105.00",47%,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Apparel,$49.00,35,"$1,715.00",$875.00,51%,Online
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Women's Apparel,$64.00,78,"$4,992.00","$2,196.00",44%,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Street Footwear,$46.00,125,"$5,750.00","$2,645.00",46%,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,$51.00,98,"$4,998.00","$2,249.00",45%,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Street Footwear,$50.00,88,"$4,400.00","$2,200.00",50%,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,$47.00,69,"$3,243.00","$1,622.00",50%,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Men's Apparel,$44.00,49,"$2,156.00","$1,164.00",54%,Online
Foot Locker,1128299,2021-05-25,Southeast,Virginia,Richmond,Women's Apparel,$56.00,152,"$8,512.00","$3,660.00",43%,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Street Footwear,$53.00,233,"$12,349.00","$5,804.00",47%,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$62.00,176,"$10,912.00","$5,020.00",46%,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Street Footwear,$73.00,195,"$14,235.00","$6,833.00",48%,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$72.00,142,"$10,224.00","$5,010.00",49%,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Men's Apparel,$81.00,104,"$8,424.00","$4,296.00",51%,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Apparel,$96.00,182,"$17,472.00","$6,989.00",40%,Online
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,$79.00,255,"$20,145.00","$10,073.00",50%,Online
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,$81.00,203,"$16,443.00","$8,222.00",50%,Online
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Street Footwear,$86.00,182,"$15,652.00","$7,043.00",45%,Online
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,$82.00,149,"$12,218.00","$5,620.00",46%,Online
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Apparel,$85.00,162,"$13,770.00","$7,574.00",55%,Online
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Women's Apparel,$96.00,180,"$17,280.00","$6,912.00",40%,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,$83.00,240,"$19,920.00","$8,964.00",45%,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$76.00,202,"$15,352.00","$7,369.00",48%,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Street Footwear,$69.00,189,"$13,041.00","$6,260.00",48%,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$66.00,111,"$7,326.00","$3,590.00",49%,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Apparel,$64.00,106,"$6,784.00","$3,460.00",51%,Online
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Women's Apparel,$73.00,75,"$5,475.00","$2,300.00",42%,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,$46.00,113,"$5,198.00","$2,599.00",50%,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,$52.00,113,"$5,876.00","$2,703.00",46%,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Street Footwear,$47.00,65,"$3,055.00","$1,436.00",47%,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Athletic Footwear,$45.00,54,"$2,430.00","$1,191.00",49%,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Apparel,$58.00,56,"$3,248.00","$1,624.00",50%,Online
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Women's Apparel,$42.00,70,"$2,940.00","$1,264.00",43%,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Street Footwear,$38.00,102,"$3,876.00","$1,744.00",45%,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$51.00,142,"$7,242.00","$3,549.00",49%,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Street Footwear,$46.00,95,"$4,370.00","$2,010.00",46%,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$41.00,98,"$4,018.00","$1,969.00",49%,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Apparel,$53.00,87,"$4,611.00","$2,490.00",54%,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Apparel,$59.00,102,"$6,018.00","$2,648.00",44%,Online
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Street Footwear,$42.00,155,"$6,510.00","$3,060.00",47%,Online
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,$47.00,169,"$7,943.00","$3,892.00",49%,Online
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,$43.00,138,"$5,934.00","$2,848.00",48%,Online
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$52.00,113,"$5,876.00","$2,820.00",48%,Online
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Men's Apparel,$73.00,111,"$8,103.00","$4,457.00",55%,Online
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Apparel,$74.00,149,"$11,026.00","$4,410.00",40%,Online
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Street Footwear,$60.00,225,"$13,500.00","$6,345.00",47%,Online
Foot Locker,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Athletic Footwear,$74.00,225,"$16,650.00","$7,493.00",45%,Online
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Street Footwear,$64.00,154,"$9,856.00","$4,731.00",48%,Online
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Athletic Footwear,$67.00,160,"$10,720.00","$5,360.00",50%,Online
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,$72.00,133,"$9,576.00","$4,884.00",51%,Online
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Women's Apparel,$82.00,150,"$12,300.00","$5,289.00",43%,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,$34.00,203,"$6,902.00","$4,210.00",61%,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,$34.00,154,"$5,236.00","$2,670.00",51%,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Street Footwear,$23.00,149,"$3,427.00","$1,371.00",40%,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Athletic Footwear,$29.00,116,"$3,364.00","$1,682.00",50%,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,$43.00,122,"$5,246.00","$2,728.00",52%,Online
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Women's Apparel,$33.00,138,"$4,554.00","$3,097.00",68%,Online
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Street Footwear,$34.00,200,"$6,800.00","$4,284.00",63%,Online
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,$33.00,117,"$3,861.00","$2,008.00",52%,Online
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Women's Street Footwear,$23.00,150,"$3,450.00","$1,484.00",43%,Online
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,$28.00,109,"$3,052.00","$1,495.00",49%,Online
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Men's Apparel,$41.00,126,"$5,166.00","$2,841.00",55%,Online
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Women's Apparel,$33.00,138,"$4,554.00","$3,051.00",67%,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Street Footwear,$34.00,216,"$7,344.00","$4,480.00",61%,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,$32.00,126,"$4,032.00","$2,177.00",54%,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,$25.00,124,"$3,100.00","$1,240.00",40%,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,$29.00,91,"$2,639.00","$1,267.00",48%,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Apparel,$43.00,94,"$4,042.00","$2,102.00",52%,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Apparel,$33.00,143,"$4,719.00","$3,256.00",69%,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Street Footwear,$32.00,181,"$5,792.00","$3,475.00",60%,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,$38.00,111,"$4,218.00","$2,236.00",53%,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Street Footwear,$27.00,135,"$3,645.00","$1,531.00",42%,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,$32.00,109,"$3,488.00","$1,604.00",46%,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Men's Apparel,$45.00,120,"$5,400.00","$2,700.00",50%,Online
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Apparel,$37.00,152,"$5,624.00","$3,881.00",69%,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Street Footwear,$48.00,207,"$9,936.00","$6,061.00",61%,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,$47.00,150,"$7,050.00","$3,878.00",55%,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Street Footwear,$44.00,133,"$5,852.00","$2,341.00",40%,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,$42.00,126,"$5,292.00","$2,646.00",50%,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Apparel,$52.00,124,"$6,448.00","$3,417.00",53%,Online
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Apparel,$55.00,150,"$8,250.00","$5,775.00",70%,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Street Footwear,$52.00,206,"$10,712.00","$6,641.00",62%,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Athletic Footwear,$46.00,167,"$7,682.00","$4,148.00",54%,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Street Footwear,$41.00,138,"$5,658.00","$2,490.00",44%,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,$43.00,158,"$6,794.00","$3,261.00",48%,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Men's Apparel,$57.00,152,"$8,664.00","$4,765.00",55%,Online
Sports Direct,1185732,2021-06-17,Midwest,Michigan,Detroit,Women's Apparel,$60.00,169,"$10,140.00","$6,591.00",65%,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Street Footwear,$57.00,225,"$12,825.00","$7,695.00",60%,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,$53.00,189,"$10,017.00","$5,109.00",51%,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Street Footwear,$46.00,173,"$7,958.00","$3,581.00",45%,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,$47.00,158,"$7,426.00","$3,342.00",45%,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Apparel,$54.00,143,"$7,722.00","$3,938.00",51%,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Women's Apparel,$62.00,210,"$13,020.00","$8,984.00",69%,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Street Footwear,$55.00,263,"$14,465.00","$9,258.00",64%,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,$50.00,195,"$9,750.00","$4,875.00",50%,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Street Footwear,$42.00,144,"$6,048.00","$2,540.00",42%,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,$34.00,142,"$4,828.00","$2,173.00",45%,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Men's Apparel,$42.00,135,"$5,670.00","$3,005.00",53%,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Apparel,$45.00,176,"$7,920.00","$5,386.00",68%,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Street Footwear,$42.00,232,"$9,744.00","$6,139.00",63%,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,$37.00,174,"$6,438.00","$3,283.00",51%,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Street Footwear,$34.00,145,"$4,930.00","$2,071.00",42%,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,$34.00,119,"$4,046.00","$1,821.00",45%,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Apparel,$41.00,128,"$5,248.00","$2,624.00",50%,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Apparel,$48.00,173,"$8,304.00","$5,398.00",65%,Online
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Street Footwear,$49.00,225,"$11,025.00","$6,725.00",61%,Online
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Athletic Footwear,$37.00,167,"$6,179.00","$3,151.00",51%,Online
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Street Footwear,$37.00,123,"$4,551.00","$2,048.00",45%,Online
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Athletic Footwear,$38.00,116,"$4,408.00","$2,204.00",50%,Online
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Men's Apparel,$48.00,112,"$5,376.00","$2,957.00",55%,Online
Sports Direct,1185732,2021-10-17,Midwest,Michigan,Detroit,Women's Apparel,$52.00,137,"$7,124.00","$4,987.00",70%,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Street Footwear,$49.00,196,"$9,604.00","$6,051.00",63%,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,$42.00,145,"$6,090.00","$3,350.00",55%,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Street Footwear,$43.00,120,"$5,160.00","$2,322.00",45%,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,$41.00,138,"$5,658.00","$2,772.00",49%,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Apparel,$59.00,126,"$7,434.00","$4,089.00",55%,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Apparel,$59.00,169,"$9,971.00","$6,880.00",69%,Online
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Street Footwear,$55.00,255,"$14,025.00","$8,555.00",61%,Online
Sports Direct,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,$46.00,176,"$8,096.00","$4,291.00",53%,Online
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Street Footwear,$48.00,168,"$8,064.00","$3,629.00",45%,Online
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,$48.00,138,"$6,624.00","$3,180.00",48%,Online
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,$55.00,143,"$7,865.00","$4,090.00",52%,Online
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Women's Apparel,$59.00,163,"$9,617.00","$6,251.00",65%,Online
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Street Footwear,$27.00,156,"$4,212.00","$2,106.00",50%,Online
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,$29.00,123,"$3,567.00","$1,676.00",47%,Online
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Street Footwear,$19.00,123,"$2,337.00","$1,052.00",45%,Online
